step,K,U,E
431,0.0678984625,-0.5401180208,-0.4722195583
432,0.0682753749,-0.5404949328,-0.4722195579
433,0.0686538483,-0.5408734057,-0.4722195574
434,0.0690338892,-0.5412534462,-0.4722195570
435,0.0694155043,-0.5416350609,-0.4722195566
436,0.0697987005,-0.5420182566,-0.4722195561
437,0.0701834844,-0.5424030401,-0.4722195557
438,0.0705698629,-0.5427894181,-0.4722195552
439,0.0709578429,-0.5431773976,-0.4722195548
440,0.0713474312,-0.5435669856,-0.4722195543
441,0.0717386349,-0.5439581888,-0.4722195539
442,0.0721314610,-0.5443510144,-0.4722195534
443,0.0725259164,-0.5447454694,-0.4722195529
444,0.0729220084,-0.5451415609,-0.4722195525
445,0.0733197440,-0.5455392960,-0.4722195520
446,0.0737191304,-0.5459386820,-0.4722195515
447,0.0741201750,-0.5463397260,-0.4722195511
448,0.0745228849,-0.5467424355,-0.4722195506
449,0.0749272675,-0.5471468176,-0.4722195501
450,0.0753333302,-0.5475528798,-0.4722195496
451,0.0757410804,-0.5479606295,-0.4722195491
452,0.0761505256,-0.5483700742,-0.4722195486
453,0.0765616734,-0.5487812215,-0.4722195481
454,0.0769745313,-0.5491940789,-0.4722195476
455,0.0773891069,-0.5496086541,-0.4722195471
456,0.0778054080,-0.5500249547,-0.4722195466
457,0.0782234423,-0.5504429884,-0.4722195461
458,0.0786432176,-0.5508627632,-0.4722195456
459,0.0790647416,-0.5512842867,-0.4722195451
460,0.0794880224,-0.5517075670,-0.4722195446
461,0.0799130678,-0.5521326119,-0.4722195441
462,0.0803398859,-0.5525594294,-0.4722195435
463,0.0807684847,-0.5529880277,-0.4722195430
464,0.0811988722,-0.5534184147,-0.4722195425
465,0.0816310568,-0.5538505987,-0.4722195419
466,0.0820650465,-0.5542845879,-0.4722195414
467,0.0825008497,-0.5547203906,-0.4722195408
468,0.0829384747,-0.5551580150,-0.4722195403
469,0.0833779299,-0.5555974696,-0.4722195397
470,0.0838192237,-0.5560387629,-0.4722195392
471,0.0842623646,-0.5564819032,-0.4722195386
472,0.0847073611,-0.5569268992,-0.4722195381
473,0.0851542220,-0.5573737595,-0.4722195375
474,0.0856029558,-0.5578224927,-0.4722195369
475,0.0860535712,-0.5582731076,-0.4722195364
476,0.0865060772,-0.5587256130,-0.4722195358
477,0.0869604825,-0.5591800177,-0.4722195352
478,0.0874167960,-0.5596363306,-0.4722195346
479,0.0878750268,-0.5600945608,-0.4722195340
480,0.0883351838,-0.5605547172,-0.4722195334
481,0.0887972762,-0.5610168090,-0.4722195328
482,0.0892613130,-0.5614808452,-0.4722195322
483,0.0897273036,-0.5619468352,-0.4722195316
484,0.0901952572,-0.5624147882,-0.4722195310
485,0.0906651832,-0.5628847136,-0.4722195304
486,0.0911370909,-0.5633566207,-0.4722195297
487,0.0916109899,-0.5638305190,-0.4722195291
488,0.0920868897,-0.5643064182,-0.4722195285
489,0.0925647999,-0.5647843278,-0.4722195279
490,0.0930447302,-0.5652642574,-0.4722195272
491,0.0935266903,-0.5657462169,-0.4722195266
492,0.0940106901,-0.5662302160,-0.4722195259
493,0.0944967394,-0.5667162646,-0.4722195253
494,0.0949848481,-0.5672043727,-0.4722195246
495,0.0954750264,-0.5676945503,-0.4722195240
496,0.0959672842,-0.5681868075,-0.4722195233
497,0.0964616317,-0.5686811543,-0.4722195226
498,0.0969580792,-0.5691776012,-0.4722195219
499,0.0974566370,-0.5696761583,-0.4722195213
500,0.0979573154,-0.5701768360,-0.4722195206
501,0.0984601249,-0.5706796448,-0.4722195199
502,0.0989650760,-0.5711845952,-0.4722195192
503,0.0994721793,-0.5716916978,-0.4722195185
504,0.0999814454,-0.5722009632,-0.4722195178
505,0.1004928852,-0.5727124023,-0.4722195171
506,0.1010065094,-0.5732260257,-0.4722195163
507,0.1015223289,-0.5737418445,-0.4722195156
508,0.1020403547,-0.5742598696,-0.4722195149
509,0.1025605978,-0.5747801120,-0.4722195142
510,0.1030830694,-0.5753025829,-0.4722195134
511,0.1036077807,-0.5758272934,-0.4722195127
512,0.1041347430,-0.5763542549,-0.4722195119
513,0.1046639676,-0.5768834788,-0.4722195112
514,0.1051954660,-0.5774149764,-0.4722195104
515,0.1057292497,-0.5779487593,-0.4722195097
516,0.1062653303,-0.5784848392,-0.4722195089
517,0.1068037196,-0.5790232277,-0.4722195081
518,0.1073444292,-0.5795639365,-0.4722195073
519,0.1078874711,-0.5801069777,-0.4722195065
520,0.1084328573,-0.5806523630,-0.4722195057
521,0.1089805997,-0.5812001046,-0.4722195049
522,0.1095307105,-0.5817502146,-0.4722195041
523,0.1100832018,-0.5823027052,-0.4722195033
524,0.1106380861,-0.5828575886,-0.4722195025
525,0.1111953756,-0.5834148773,-0.4722195017
526,0.1117550828,-0.5839745837,-0.4722195009
527,0.1123172204,-0.5845367204,-0.4722195000
528,0.1128818010,-0.5851013001,-0.4722194992
529,0.1134488372,-0.5856683356,-0.4722194983
530,0.1140183421,-0.5862378395,-0.4722194975
531,0.1145903284,-0.5868098250,-0.4722194966
532,0.1151648092,-0.5873843050,-0.4722194958
533,0.1157417978,-0.5879612926,-0.4722194949
534,0.1163213072,-0.5885408012,-0.4722194940
535,0.1169033507,-0.5891228439,-0.4722194931
536,0.1174879419,-0.5897074342,-0.4722194922
537,0.1180750943,-0.5902945856,-0.4722194913
538,0.1186648213,-0.5908843117,-0.4722194904
539,0.1192571368,-0.5914766263,-0.4722194895
540,0.1198520546,-0.5920715432,-0.4722194886
541,0.1204495886,-0.5926690762,-0.4722194877
542,0.1210497527,-0.5932692395,-0.4722194867
543,0.1216525612,-0.5938720470,-0.4722194858
544,0.1222580283,-0.5944775131,-0.4722194848
545,0.1228661682,-0.5950856521,-0.4722194839
546,0.1234769954,-0.5956964784,-0.4722194829
547,0.1240905246,-0.5963100065,-0.4722194820
548,0.1247067702,-0.5969262512,-0.4722194810
549,0.1253257471,-0.5975452271,-0.4722194800
550,0.1259474702,-0.5981669492,-0.4722194790
551,0.1265719545,-0.5987914325,-0.4722194780
552,0.1271992150,-0.5994186920,-0.4722194770
553,0.1278292669,-0.6000487429,-0.4722194760
554,0.1284621256,-0.6006816006,-0.4722194750
555,0.1290978066,-0.6013172805,-0.4722194739
556,0.1297363253,-0.6019557982,-0.4722194729
557,0.1303776974,-0.6025971693,-0.4722194719
